Country Name,City Name,Overall AQI,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,Volatile_Organic_Compounds ,Sulfur_Dioxide,Emissions,Overall AQI Level
Cuba,Remedios,50,0,Good,20,Good,1,GO,50,Good,128.3491943,2.136777768,Good,Good
Denmark,Svendborg,38,0,Good,32,Good,0,GO,38,Good,105.5405777,6.926446166,Good,Good
Russian Federation,Arzgir,34,1,Good,34,Good,0,GO,32,Good,89.62547923,7.461835222,Good,Good
Italy,Varedo,78,1,Good,43,Good,2,GO,78,Moderate,197.7679775,14.40041299,Good,Moderate
United States of America,Deltona,65,1,Good,18,Good,12,GO,65,Moderate,165.3461171,21.85046567,Good,Moderate
India,Purnia,64,2,Good,44,Good,1,GO,64,Moderate,164.2541977,4.879709124,Good,Moderate
Germany,Erlensee,59,1,Good,59,Moderate,0,GO,58,Moderate,139.3156251,13.90163067,Moderate,Moderate
Russian Federation,Shilovo,34,1,Good,34,Good,0,GO,21,Good,42.31584301,-2.643313386,Good,Good
Belgium,Dilbeek,48,1,Good,27,Good,4,GO,48,Good,149.2608561,7.685960501,Good,Good
Brazil,Ipora,46,1,Good,12,Good,1,GO,46,Good,127.6750908,5.70861995,Good,Good
Russian Federation,Nerchinsk,138,8,Good,44,Good,0,,138,Unhealthy for Sensitive Groups,375.1155655,5.846023244,Good,Unhealthy for Sensitive Groups
United States of America,Ridgeland,67,3,Good,6,Good,13,GO,67,Moderate,167.2170295,21.59073228,Good,Moderate
Saudi Arabia,Jiddah,90,1,Good,72,Moderate,0,,90,Moderate,238.0160516,-1.30002268,Moderate,Moderate
India,Bhiwani,172,3,Good,164,Unhealthy,1,GO,172,Unhealthy,455.1527511,4.255605147,Unhealthy,Unhealthy
United States of America,Kokomo,54,1,Good,39,Good,1,GO,54,Moderate,134.878951,4.696899177,Good,Moderate
Russian Federation,Omutninsk,40,1,Good,39,Good,0,GO,40,Good,116.8289494,-5.02270692,Good,Good
United States of America,Moses Lake,32,1,Good,,Good,1,GO,15,Good,54.88283071,1.999843379,Good,Good
United States of America,Alice,44,0,Good,,Good,1,GO,44,Good,106.567534,0.965060431,Good,Good
Germany,Huckelhoven,34,1,Good,33,Good,2,GO,34,Good,78.80330105,4.788904255,Good,Good
Japan,Itsukaichi,42,1,Good,34,Good,3,GO,42,Good,100.5846608,1.414860774,Good,Good
India,Nagapattinam,64,1,Good,37,Good,0,GO,64,Moderate,167.0400038,-1.337439156,Good,Moderate
Finland,Jamsa,35,1,Good,35,Good,1,GO,34,Good,103.3448235,3.767102068,Good,Good
Poland,Leszno,31,1,Good,26,Good,2,GO,31,Good,67.0509063,7.484441022,Good,Good
United States of America,Allen,53,1,Good,30,Good,5,GO,53,Moderate,145.4290537,8.064953903,Good,Moderate
Argentina,Corrientes,13,1,Good,12,Good,0,GO,13,Good,25.35811387,1.227205901,Good,Good
Russian Federation,Nyandoma,29,1,Good,29,Good,0,,12,Good,37.45819222,3.56986637,Good,Good
Italy,Avola,39,1,Good,29,Good,3,GO,39,Good,119.4354713,12.81608874,Good,Good
Philippines,Montalban,70,1,Good,23,Good,2,GO,70,Moderate,191.4927333,-2.343751749,Good,Moderate
Russian Federation,Kola,30,1,Good,30,Good,0,GO,10,Good,31.98084761,-3.778207573,Good,Good
Thailand,Phun Phin,34,0,Good,18,Good,0,GO,34,Good,86.09591262,3.213788679,Good,Good
Japan,Ibara,43,1,Good,43,Good,2,GO,32,Good,87.86015808,0.635817914,Good,Good
United States of America,Reidsville,47,1,Good,47,Good,0,GO,20,Good,49.39442655,5.82806046,Good,Good
Republic of North Macedonia,Tetovo,48,1,Good,43,Good,0,GO,48,Good,122.2153529,-0.344908378,Good,Good
Sweden,Hassleholm,38,0,Good,38,Good,0,,29,Good,88.75930331,9.346219797,Good,Good
India,Taleigao,51,1,Good,22,Good,1,GO,51,Moderate,136.4120933,-4.813716623,Good,Moderate
Italy,Mascalucia,56,1,Good,44,Good,1,GO,56,Moderate,153.3055029,-0.888071428,Good,Moderate
China,Gucheng,162,7,Good,25,Good,22,GO,162,Unhealthy,402.295752,39.37785002,Good,Unhealthy
United States of America,Virginia Beach,46,1,Good,46,Good,2,GO,26,Good,70.47104698,5.741032119,Good,Good
Italy,Narni,42,1,Good,42,Good,2,GO,32,Good,89.15311477,3.853170201,Good,Good
Mexico,Tlacolula,55,2,Good,8,Good,4,GO,55,Moderate,138.9789501,6.932152202,Good,Moderate
Honduras,San Pedro Sula,79,1,Good,9,Good,2,GO,79,Moderate,207.234719,10.30199784,Good,Moderate
Brazil,Guaiuba,34,0,Good,21,Good,1,GO,34,Good,88.17310233,0.989258053,Good,Good
France,Saint Maximin La Sainte Baume,60,1,Good,21,Good,5,GO,60,Moderate,172.4585897,18.27571468,Good,Moderate
United States of America,Taunton,41,1,Good,28,Good,10,GO,41,Good,102.3172978,16.50548559,Good,Good
Russian Federation,Gornozavodsk,28,1,Good,,Good,0,GO,27,Good,86.88169201,2.527155615,Good,Good
Brazil,Santa Fe Do Sul,55,1,Good,13,Good,0,GO,55,Moderate,138.7142026,3.069743247,Good,Moderate
Denmark,Kalundborg,39,0,Good,38,Good,1,GO,39,Good,84.81843088,4.124741919,Good,Good
India,Golaghat,63,2,Good,32,Good,0,GO,63,Moderate,178.5761739,5.38836435,Good,Moderate
Indonesia,Boyolali,201,12,Good,2,Good,28,,201,Very Unhealthy,503.1837969,60.56935139,Good,Very Unhealthy
India,Canning,184,2,Good,,Moderate,2,GO,184,Unhealthy,449.9391709,4.404184831,Moderate,Unhealthy
India,Chandrakona,186,1,Good,81,Moderate,1,GO,186,Unhealthy,451.1413538,-0.390957702,Moderate,Unhealthy
,Weymouth,36,0,Good,,Good,1,GO,36,Good,103.804813,-7.247037441,Good,Good
Turkey,Ergani,39,1,Good,39,Good,0,GO,33,Good,91.6322545,3.742907837,Good,Good
Japan,Kashiba,43,1,Good,43,Good,1,GO,38,Good,94.76295717,5.043457388,Good,Good
China,Shanhetun,64,2,Good,,Moderate,1,GO,64,Moderate,150.870824,-2.614829472,Moderate,Moderate
Canada,Whitehorse,20,1,Good,20,Good,1,GO,10,Good,22.85648582,-2.850947578,Good,Good
Jamaica,Montego Bay,106,1,Good,19,Good,3,GO,106,Unhealthy for Sensitive Groups,269.6607477,15.07183507,Good,Unhealthy for Sensitive Groups
China,Yigou,176,3,Good,176,Unhealthy,4,GO,127,Unhealthy for Sensitive Groups,320.5634172,5.081830611,Unhealthy,Unhealthy
India,Sholapur,97,0,Good,,Good,0,GO,97,Moderate,248.135419,5.134215537,Good,Moderate
Germany,Sarstedt,44,1,Good,44,Good,0,GO,33,Good,90.25396234,1.43742422,Good,Good
Russian Federation,Gryazi,49,1,Good,35,Good,0,GO,49,Good,121.2408398,-3.218815491,Good,Good
India,Kottagudem,134,1001.368367,Good,29,Good,2,GO,134,Unhealthy for Sensitive Groups,352.4730365,4.226302553,Good,Unhealthy for Sensitive Groups
Sudan,Doka,61,1,Good,18,Good,0,GO,61,Moderate,151.6088787,-3.265862972,Good,Moderate
Spain,Ejea De Los Caballeros,38,1,Good,38,Good,0,GO,11,Good,28.22165784,-3.204880046,Good,Good
India,Pukhrayan,234,1,Good,70,Moderate,1,GO,234,Very Unhealthy,592.8023595,13.01061054,Moderate,Very Unhealthy
India,Alangayam,70,0,Good,29,Good,0,GO,70,Moderate,193.4443391,-4.016466516,Good,Moderate
Japan,Kameda,39,1,Good,39,Good,0,GO,18,Good,44.7404726,0.292328345,Good,Good
China,Xucheng,47,1,Good,,Good,1,GO,47,Good,115.7070968,2.774706188,Good,Good
United States of America,West Point,60,1,Good,,Good,1,GO,60,Moderate,170.2846843,15.99667139,Good,Moderate
Brazil,Nepomuceno,55,2,Good,2,Good,4,GO,55,Moderate,132.0707174,7.659466143,Good,Moderate
Uzbekistan,Ohangaron,109,1,Good,64,Moderate,1,GO,109,Unhealthy for Sensitive Groups,271.3037625,2.952571635,Moderate,Unhealthy for Sensitive Groups
Indonesia,Kendari,56,1001.368367,Good,18,Good,0,,56,Moderate,151.1666398,-2.447704591,Good,Moderate
Germany,Neuwied,61,1,Good,35,Good,3,,61,Moderate,173.3175416,3.634203142,Good,Moderate
United States of America,Wayne,51,1,Good,30,Good,9,,51,Moderate,128.9445333,22.41971896,Good,Moderate
Romania,Fetesti,51,1,Good,43,Good,0,GO,51,Moderate,130.9530967,3.242060318,Good,Moderate
Germany,Hattingen,28,0,Good,27,Good,2,GO,28,Good,79.71468357,8.879778111,Good,Good
United States of America,New Ulm,45,1,Good,42,Good,1,,45,Good,121.5000001,7.204431062,Good,Good
Mexico,Amecameca,137,2,Good,3,Good,14,,137,Unhealthy for Sensitive Groups,349.7623809,24.38704654,Good,Unhealthy for Sensitive Groups
India,Attingal,65,1,Good,28,Good,0,GO,65,Moderate,166.083408,8.210813831,Good,Moderate
Uganda,Busembatia,102,1001.368367,Good,30,Good,2,,102,Unhealthy for Sensitive Groups,261.0984309,4.94258607,Good,Unhealthy for Sensitive Groups
United States of America,Yonkers,54,1,Good,39,Good,5,GO,54,Moderate,136.7143348,8.761998913,Good,Moderate
United States of America,Claremont,109,4,Good,4,Good,29,GO,109,Unhealthy for Sensitive Groups,272.5102126,57.85374355,Good,Unhealthy for Sensitive Groups
India,Jangaon,101,1,Good,28,Good,0,GO,101,Unhealthy for Sensitive Groups,268.5372001,2.064927074,Good,Unhealthy for Sensitive Groups
Brazil,Bom Jesus Do Galho,45,1,Good,12,Good,2,,45,Good,114.1696238,2.534089358,Good,Good
Brazil,Cachoeira,36,1001.368367,Good,23,Good,0,GO,36,Good,93.59724414,-3.148617988,Good,Good
Brazil,Nanuque,25,0,Good,25,Good,0,GO,25,Good,68.18206783,-1.791759921,Good,Good
South Africa,Balfour,380,31,Good,1,Good,26,GO,380,Hazardous,948.9978312,40.43051036,Good,Hazardous
Philippines,Morong,53,1,Good,25,Good,1,GO,53,Moderate,131.6304179,5.130383307,Good,Moderate
Bulgaria,Plovdiv,46,1,Good,41,Good,1,GO,46,Good,121.367465,5.576844277,Good,Good
,Torre Del Greco,52,2,Good,36,Good,10,GO,52,Moderate,134.8073962,18.76618731,Good,Moderate
,Hendaye,53,2,Good,25,Good,3,GO,53,Moderate,137.4652279,-0.473636792,Good,Moderate
Greece,Voula,68,2,Good,45,Good,7,GO,68,Moderate,182.5608788,12.64250663,Good,Moderate
Germany,Hungen,64,1,Good,,Good,2,GO,64,Moderate,158.8587743,9.449269789,Good,Moderate
United Kingdom of Great Britain and Northern Ireland,Stourbridge,53,1,Good,27,Good,4,,53,Moderate,138.290478,3.449230103,Good,Moderate
Russian Federation,Pogar,41,1,Good,41,Good,0,GO,15,Good,42.66036663,-2.760854413,Good,Good
United States of America,River Forest,82,2,Good,9,Good,30,GO,82,Moderate,203.7013265,60.11900302,Good,Moderate
Spain,Lalin,26,1,Good,15,Good,3,GO,26,Good,70.38573242,6.60187908,Good,Good
United States of America,Carson City,34,1,Good,20,Good,5,GO,34,Good,95.96299785,5.861472669,Good,Good
Brazil,Acu,25,0,Good,,Good,0,GO,19,Good,57.5109417,3.173588664,Good,Good
India,Vijayawada,93,2,Good,54,Moderate,1,GO,93,Moderate,227.9064504,10.16689245,Moderate,Moderate
Australia,Raymond Terrace,24,0,Good,24,Good,2,GO,10,Good,34.67252215,4.142399731,Good,Good
Italy,Leno,119,2,Good,30,Good,7,GO,119,Unhealthy for Sensitive Groups,291.5207364,14.33387512,Good,Unhealthy for Sensitive Groups
Colombia,Malambo,87,1,Good,28,Good,1,GO,87,Moderate,216.2252252,8.102491508,Good,Moderate
Poland,Golub Dobrzyn,41,1,Good,41,Good,0,GO,21,Good,68.1864222,12.23654475,Good,Good
Spain,Mataro,67,1,Good,33,Good,8,GO,67,Moderate,180.5589778,17.15652469,Good,Moderate
Russian Federation,Nerekhta,47,1,Good,24,Good,2,GO,47,Good,119.9019986,5.588310511,Good,Good
United Republic of Tanzania,Ndago,16,0,Good,16,Good,0,GO,15,Good,35.14696539,-3.828350428,Good,Good
Brazil,Ipueiras,22,0,Good,16,Good,0,GO,22,Good,51.50976568,-3.365250739,Good,Good
Italy,Oderzo,92,1,Good,35,Good,4,,92,Moderate,242.4639487,7.71103731,Good,Moderate
Switzerland,Frauenfeld,41,1,Good,27,Good,2,GO,41,Good,100.9920634,14.66043904,Good,Good
Germany,Gorlitz,52,1,Good,43,Good,0,GO,52,Moderate,124.183489,-8.9022056,Good,Moderate
Russian Federation,Novopodrezkovo,53,1,Good,28,Good,6,GO,53,Moderate,148.7728112,2.950631081,Good,Moderate
Germany,Alfeld,37,1,Good,37,Good,1,GO,36,Good,92.99555017,4.425532259,Good,Good
France,Soyaux,38,1,Good,38,Good,1,GO,26,Good,85.06167131,1.565142893,Good,Good
United States of America,La Quinta,58,1,Good,37,Good,3,,58,Moderate,158.6068542,12.71906698,Good,Moderate
United Kingdom of Great Britain and Northern Ireland,Sutton In Ashfield,34,0,Good,31,Good,2,GO,34,Good,85.46751591,1.304480099,Good,Good
United Kingdom of Great Britain and Northern Ireland,Stockport,61,1,Good,15,Good,11,GO,61,Moderate,164.3635356,27.54709038,Good,Moderate
China,Tangjiazhuang,96,3,Good,82,Moderate,11,,96,Moderate,261.7768409,25.00290928,Moderate,Moderate
India,Machhlishahr,171,4,Good,,Unhealthy,1,,171,Unhealthy,431.9609515,-2.109303387,Unhealthy,Unhealthy
,Makung,119,1,Good,119,Unhealthy for Sensitive Groups,0,GO,76,Moderate,205.9295911,0.622785966,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
India,Karaikkudi,108,2,Good,21,Good,6,GO,108,Unhealthy for Sensitive Groups,284.057176,12.04578779,Good,Unhealthy for Sensitive Groups
India,Mahiari,198,10,Good,3,Good,24,,198,Unhealthy,501.9091652,40.90372748,Good,Unhealthy
Brazil,Inhambupe,23,0,Good,14,Good,1,GO,23,Good,59.30167736,9.719021083,Good,Good
Germany,Iserlohn,53,1,Good,44,Good,0,GO,53,Moderate,132.4973898,9.973918982,Good,Moderate
United States of America,Texarkana,51,2,Good,34,Good,4,GO,51,Moderate,130.0974316,12.70027027,Good,Moderate
India,Lachhmangarh,500,1,Good,36,Good,0,GO,400,Hazardous,999.3891087,6.90936042,Good,Hazardous
China,Qingan,114,3,Good,53,Moderate,2,GO,114,Unhealthy for Sensitive Groups,292.0935433,18.64972584,Moderate,Unhealthy for Sensitive Groups
United States of America,Wilton Manors,31,1,Good,31,Good,2,GO,29,Good,82.33320679,9.061497727,Good,Good
Belgium,Rixensart,54,1,Good,38,Good,1,GO,54,Moderate,149.9374026,-2.214061793,Good,Moderate
Brazil,Porto Nacional,18,0,Good,16,Good,0,GO,18,Good,65.1611618,-5.978552766,Good,Good
Mexico,Pabellon De Arteaga,45,1,Good,29,Good,0,GO,45,Good,118.0618392,2.710847001,Good,Good
Mexico,Madera,73,1,Good,18,Good,1,GO,73,Moderate,181.0727841,3.666995113,Good,Moderate
Germany,Markgroningen,40,1,Good,25,Good,3,GO,40,Good,99.72346224,12.21405616,Good,Good
United States of America,Long Branch,76,2,Good,32,Good,13,GO,76,Moderate,206.5856549,23.72625281,Good,Moderate
Italy,Orbetello,63,1,Good,,Good,0,GO,63,Moderate,154.5591629,-0.034999913,Good,Moderate
United States of America,Dunmore,64,2,Good,30,Good,6,GO,64,Moderate,159.6118964,17.59071313,Good,Moderate
Brazil,Dois Corregos,59,1,Good,24,Good,0,GO,59,Moderate,163.7800263,-1.842991421,Good,Moderate
United States of America,Seaford,60,1,Good,46,Good,5,GO,60,Moderate,137.5403097,10.9189453,Good,Moderate
United States of America,Del Rio,51,0,Good,,Good,1,GO,51,Moderate,129.1876069,-2.384568618,Good,Moderate
Mauritius,Rose Belle,40,0,Good,30,Good,0,GO,40,Good,124.4789098,4.688633505,Good,Good
Japan,Tochigi,41,1,Good,41,Good,2,GO,34,Good,75.17523485,3.24280563,Good,Good
India,Ayodhya,228,4,Good,,Unhealthy for Sensitive Groups,4,GO,228,Very Unhealthy,591.4535495,5.030068668,Unhealthy for Sensitive Groups,Very Unhealthy
Uzbekistan,Bektemir,97,1,Good,77,Moderate,2,GO,97,Moderate,262.6628845,9.999762405,Moderate,Moderate
United States of America,Farragut,40,1,Good,40,Good,5,GO,33,Good,90.70506413,8.481465814,Good,Good
Brazil,Nova Lima,130,3,Good,,Good,8,GO,130,Unhealthy for Sensitive Groups,342.6519889,15.53449041,Good,Unhealthy for Sensitive Groups
Russian Federation,Orekhovo Zuevo,39,1,Good,39,Good,2,GO,28,Good,81.19738785,8.208959375,Good,Good
United States of America,Spokane,67,1,Good,33,Good,2,GO,67,Moderate,180.9540656,-3.000363661,Good,Moderate
Cuba,Baguanos,63,1,Good,15,Good,6,GO,63,Moderate,154.294147,10.97876166,Good,Moderate
Turkey,Uzunkopru,44,1,Good,44,Good,0,,22,Good,64.75249929,4.047884447,Good,Good
Japan,Amagasaki,85,2,Good,19,Good,19,GO,85,Moderate,219.0252588,43.54323507,Good,Moderate
Ukraine,Balta,65,1,Good,43,Good,0,GO,65,Moderate,170.608384,3.348647635,Good,Moderate
,Tarut,187,1,Good,86,Moderate,1,GO,187,Unhealthy,466.2077933,-1.925111189,Moderate,Unhealthy
Thailand,Hua Hin,29,0,Good,18,Good,0,GO,29,Good,76.31791554,13.74900324,Good,Good
Guinea,Dalaba,63,2,Good,13,Good,0,GO,63,Moderate,161.0294262,-5.940420575,Good,Moderate
United States of America,Pewaukee,41,1,Good,32,Good,6,GO,41,Good,93.64073334,13.96892483,Good,Good
Japan,Makabe,42,1,Good,42,Good,1,GO,38,Good,77.06337978,2.466046981,Good,Good
Germany,Damme,34,0,Good,,Good,1,GO,16,Good,51.21256094,9.937943649,Good,Good
Gabon,Moanda,78,1001.368367,Good,,Good,0,GO,78,Moderate,205.1406255,8.0512601,Good,Moderate
United States of America,Ensley,51,2,Good,47,Good,4,GO,51,Moderate,121.063287,11.38525599,Good,Moderate
Portugal,Braga,39,0,Good,,Good,0,GO,16,Good,41.3288583,-6.585798202,Good,Good
France,Guerande,33,0,Good,33,Good,0,GO,21,Good,49.35597179,2.21150711,Good,Good
Netherlands,Amersfoort,30,1,Good,30,Good,2,GO,17,Good,42.58455586,12.05096275,Good,Good
India,Moga,159,2,Good,134,Unhealthy for Sensitive Groups,1,GO,159,Unhealthy,396.7436217,6.370734538,Unhealthy for Sensitive Groups,Unhealthy
United States of America,Joppatowne,57,1,Good,44,Good,4,GO,57,Moderate,152.6067614,16.99895728,Good,Moderate
India,Hajan,129,1,Good,66,Moderate,0,GO,129,Unhealthy for Sensitive Groups,316.7361881,5.865775812,Moderate,Unhealthy for Sensitive Groups
Serbia,Temerin,80,1,Good,40,Good,2,GO,80,Moderate,191.3532367,8.381538117,Good,Moderate
Pakistan,Bat Khela,117,1,Good,117,Unhealthy for Sensitive Groups,1,,78,Moderate,198.482149,9.269534758,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
China,Xuchang,202,4,Good,202,Very Unhealthy,3,GO,151,Unhealthy,377.5898386,3.582775355,Very Unhealthy,Very Unhealthy
Switzerland,Emmen,52,1,Good,30,Good,1,GO,52,Moderate,114.7342222,-2.286193249,Good,Moderate
United States of America,Morton Grove,63,2,Good,10,Good,22,GO,63,Moderate,187.3414408,37.10048082,Good,Moderate
India,Betma,153,1,Good,,Good,0,GO,153,Unhealthy,389.8204994,-9.106167504,Good,Unhealthy
Brazil,Jandira,131,3,Good,24,Good,7,GO,131,Unhealthy for Sensitive Groups,329.7120502,17.66062676,Good,Unhealthy for Sensitive Groups
Italy,Chiari,67,1,Good,,Good,4,GO,67,Moderate,170.3946506,4.890929962,Good,Moderate
United Republic of Tanzania,Mbekenyera,34,0,Good,,Good,0,GO,34,Good,91.75753652,-3.563147687,Good,Good
Germany,Pirmasens,30,1,Good,27,Good,2,GO,30,Good,80.35263552,5.752524073,Good,Good
United States of America,Grand Terrace,79,2,Good,9,Good,20,GO,79,Moderate,205.7436597,40.83297867,Good,Moderate
United States of America,South El Monte,109,3,Good,,Good,24,GO,109,Unhealthy for Sensitive Groups,272.6341433,37.67699094,Good,Unhealthy for Sensitive Groups
France,Romans Sur Isere,37,1,Good,30,Good,1,GO,37,Good,83.2774629,7.725235115,Good,Good
India,Nerkunram,154,2,Good,32,Good,2,GO,154,Unhealthy,405.0652864,-1.089155902,Good,Unhealthy
Russian Federation,Belaya Glina,41,1,Good,41,Good,0,GO,24,Good,64.5572668,3.466798213,Good,Good
United States of America,Tarrytown,69,2,Good,14,Good,21,GO,69,Moderate,176.4535338,37.11878075,Good,Moderate
India,Dhuri,500,1,Good,,Good,1,GO,471,Hazardous,1181.028447,-1.46657763,Good,Hazardous
Brazil,Caraguatatuba,31,1,Good,24,Good,0,GO,31,Good,87.32066727,1.339589242,Good,Good
India,Murshidabad,86,2,Good,46,Good,3,,86,Moderate,221.8932831,9.38808417,Good,Moderate
Nigeria,Effium,121,4,Good,26,Good,2,GO,121,Unhealthy for Sensitive Groups,292.3274614,2.970316401,Good,Unhealthy for Sensitive Groups
India,Pennadam,61,1,Good,31,Good,1,GO,61,Moderate,160.6323825,-0.634336422,Good,Moderate
United States of America,Mustang,57,1,Good,46,Good,1,GO,57,Moderate,150.8635674,0.735478941,Good,Moderate
Italy,Stradella,56,1,Good,,Good,3,,56,Moderate,156.5234864,-2.63624112,Good,Moderate
Brazil,Prata,32,0,Good,14,Good,0,GO,32,Good,86.07760055,4.851958276,Good,Good
Netherlands,Slochteren,35,1,Good,32,Good,2,GO,35,Good,87.84677482,6.702692463,Good,Good
United States of America,Greenbelt,52,1,Good,,Moderate,1,GO,39,Good,97.23834629,4.592580788,Moderate,Moderate
France,Romainville,70,1,Good,46,Good,1,GO,70,Moderate,185.9109053,-5.234960584,Good,Moderate
South Africa,Vrede,94,3,Good,24,Good,3,GO,94,Moderate,232.8417409,7.028772686,Good,Moderate
Germany,Budingen,65,1,Good,41,Good,2,GO,65,Moderate,171.3130961,-0.36747793,Good,Moderate
Dominican Republic,Moca,74,1001.368367,Good,12,Good,10,GO,74,Moderate,187.5130887,17.51818435,Good,Moderate
France,Lille,48,1,Good,27,Good,4,GO,48,Good,140.6102293,11.83147627,Good,Good
Poland,Aleksandrow Kujawski,42,1,Good,42,Good,0,GO,23,Good,71.91748855,-6.428087187,Good,Good
Guatemala,Chimaltenango,109,3,Good,9,Good,11,GO,109,Unhealthy for Sensitive Groups,274.8216057,25.95631517,Good,Unhealthy for Sensitive Groups
United States of America,Deerfield,57,2,Good,27,Good,13,GO,57,Moderate,142.6208859,15.40581234,Good,Moderate
Latvia,Saldus,40,1,Good,35,Good,0,GO,40,Good,109.7295356,1.019267846,Good,Good
Germany,Engen,46,1,Good,25,Good,2,,46,Good,127.2717126,-7.497525416,Good,Good
Israel,Kafar Qasem,127,2,Good,37,Good,13,,127,Unhealthy for Sensitive Groups,320.5631634,20.19718127,Good,Unhealthy for Sensitive Groups
Netherlands,Maarsen,37,0,Good,34,Good,1,GO,37,Good,96.62851608,-4.913679109,Good,Good
India,Robertsonpet,55,0,Good,,Good,0,,55,Moderate,127.214087,-1.284645974,Good,Moderate
United Kingdom of Great Britain and Northern Ireland,Cannock,33,1,Good,33,Good,3,GO,21,Good,53.20008591,5.808699178,Good,Good
Philippines,Bocaue,65,1,Good,23,Good,1,GO,65,Moderate,164.2210528,6.552014892,Good,Moderate
Brazil,Sao Francisco,19,0,Good,12,Good,0,GO,19,Good,32.83951587,6.095743964,Good,Good
India,Bakewar,172,4,Good,172,Unhealthy,1,GO,171,Unhealthy,444.335491,-0.135731278,Unhealthy,Unhealthy
Japan,Ichihara,74,1,Good,,Moderate,1,GO,35,Good,89.14215301,6.702795292,Moderate,Moderate
United States of America,Millville,77,1,Good,54,Moderate,2,GO,77,Moderate,198.2811569,-2.089949156,Moderate,Moderate
United States of America,Traverse City,30,1,Good,24,Good,5,GO,30,Good,64.17824889,17.42140225,Good,Good
Denmark,Greve Strand,39,0,Good,,Good,0,GO,19,Good,61.33659937,1.560479191,Good,Good
Spain,Santa Brigida,37,0,Good,37,Good,0,GO,16,Good,37.81862341,3.452291347,Good,Good
India,Mulgund,55,0,Good,22,Good,0,GO,55,Moderate,159.5221494,3.346586189,Good,Moderate
